Ticker,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Percent From Target,Total Return,Exchange,Last Price,Market Cap. (USD),IV,ETF,Sharpe Ratio,S&P 500,DJIA,Nasdaq 100,200 Day MA,Price Above 200 MAV
TRST,Banks - Regional,Financial Services,12.59,0,4.26,26,-20.25,-15.99,NMS,32.6,619929152,24.2,#N/A,-0.66,#N/A,#N/A,#N/A,29.74485,YES
TRV,Insurance - Property & Casualty,Financial Services,13.29,12.51,1.58,249.06,-3.66,-2.08,NYQ,258.53,58932699136,20.28,XLF,-0.1,S&P 500,DJIA,#N/A,218.26555,YES
TSBK,Banks - Regional,Financial Services,9.65,0,3.13,0,-100,-96.87,NGM,29.25,233006080,38.26,#N/A,-2.53,#N/A,#N/A,#N/A,27.5334,YES
TSCO,Specialty Retail,Consumer Cyclical,28.35,26.2,1.48,283.04,-3.62,-2.14,NMS,293.66,31682203648,24.52,XLY,-0.06,S&P 500,#N/A,#N/A,262.3137,YES
TSEM,Semiconductors,Technology,10.21,19.44,0,53,16.95,16.95,NMS,45.32,5302138368,42.71,#N/A,0.34,#N/A,#N/A,#N/A,36.60435,YES
TSLA,Auto Manufacturers,Consumer Cyclical,61.58,72.15,0,210.27,-3.83,-3.83,NMS,218.65,6.98508E+11,62.61,XLY,-0.07,S&P 500,#N/A,Nasdaq 100,201.59476,YES
TSM,Semiconductors,Technology,35.85,24.8,1.23,216.8,7.55,8.78,NYQ,201.59,1.04494E+12,38.09,#N/A,0.22,#N/A,#N/A,#N/A,152.2653,YES
TSN,Farm Products,Consumer Defensive,0,16.89,3.27,62.19,5.17,8.44,NYQ,59.135,21034891264,26.18,XLP,0.28,S&P 500,#N/A,#N/A,58.24195,YES
TT,Building Products & Equipment,Industrials,39.16,32.21,0.83,393.55,-1.64,-0.81,NYQ,400.097,90310877184,25.59,XLI,-0.03,S&P 500,#N/A,#N/A,319.2324,YES
TTC,Tools & Accessories,Industrials,21.68,17.99,1.72,98,18.61,20.33,NYQ,82.625,8477025280,29.77,#N/A,0.61,#N/A,#N/A,#N/A,89.6667,NO
TTD,Software - Application,Technology,233.22,62.6,0,116.86,-1.75,-1.75,NGM,118.94,58667393024,36.01,#N/A,-0.04,#N/A,#N/A,Nasdaq 100,91.0445,YES
TTE,Oil & Gas Integrated,Energy,7.36,7.98,5.28,76.02,16.92,22.2,NYQ,65.02,1.48077E+11,19.88,#N/A,0.95,#N/A,#N/A,#N/A,68.1648,NO
TTEC,Information Technology Services,Technology,0,4.7,2.16,6.09,10.83,12.99,NMS,5.495,262481456,60,#N/A,0.18,#N/A,#N/A,#N/A,9.3638,NO
TTEK,Engineering & Construction,Industrials,45.6,33.3,0.48,51.27,4.15,4.63,NMS,49.225,13175661568,33.48,#N/A,0.07,#N/A,#N/A,#N/A,40.71907,YES
TTGT,Internet Content & Information,Communication Services,0,17.98,0,36.5,25.47,25.47,NGM,29.09,831174016,54.38,#N/A,0.47,#N/A,#N/A,#N/A,29.8025,NO
TTI,Oil & Gas Equipment & Services,Energy,47,8.02,0,7.42,125.53,125.53,NYQ,3.29,432467200,56.3,#N/A,1.95,#N/A,#N/A,#N/A,3.74565,NO
TTMI,Electronic Components,Technology,120.44,10.47,0,24.81,28.88,28.88,NMS,19.25,1962556800,40.63,#N/A,0.55,#N/A,#N/A,#N/A,17.256,YES
TTWO,Electronic Gaming & Multimedia,Communication Services,0,20,0,180.96,15.55,15.55,NMS,156.61,27451072512,25.73,XLC,0.39,S&P 500,#N/A,Nasdaq 100,152.821,YES
TU,Telecom Services,Communication Services,41.56,21.05,7.04,17.64,8.82,15.86,NYQ,16.21,24036024320,23.44,#N/A,0.47,#N/A,#N/A,#N/A,16.5408,NO
TVTX,Biotechnology,Healthcare,0,-13.94,0,21.47,18.49,18.49,NGM,18.12,1386026112,68.37,#N/A,0.23,#N/A,#N/A,#N/A,9.0735,YES
TWI,Farm & Heavy Construction Machinery,Industrials,16.69,10.24,0,13.5,88.42,88.42,NYQ,7.165,517019232,52.57,#N/A,1.46,#N/A,#N/A,#N/A,10.07425,NO
TWIN,Specialty Industrial Machinery,Industrials,14.79,0,1.33,0,-100,-98.67,NMS,11.685,164808752,66.56,#N/A,-1.48,#N/A,#N/A,#N/A,14.23355,NO
TWO,REIT - Mortgage,Real Estate,22.4,8.77,13.69,14.96,15.17,28.86,NYQ,12.99,1345544576,18.55,#N/A,1.1,#N/A,#N/A,#N/A,13.1082,NO
TXN,Semiconductors,Technology,33.81,31.12,2.74,206.14,5.45,8.19,NMS,195.48,1.78482E+11,23.58,XLK,0.25,S&P 500,#N/A,Nasdaq 100,185.84355,YES
TXRH,Restaurants,Consumer Cyclical,32.76,26.08,1.29,186.65,3.21,4.5,NMS,180.84,12057814016,28.24,#N/A,0.14,#N/A,#N/A,#N/A,158.44044,YES
TXT,Aerospace & Defense,Industrials,18.86,12.8,0.09,100.92,13.08,13.17,NYQ,89.25,16718401536,24.98,#N/A,0.43,S&P 500,#N/A,#N/A,87.99875,YES
TYL,Software - Application,Technology,121.56,55.39,0,610.03,3.9,3.9,NYQ,587.155,25055490048,25.04,#N/A,0.13,S&P 500,#N/A,#N/A,492.71185,YES
TZOO,Advertising Agencies,Communication Services,13.5,10.38,0,20.75,65.27,65.27,NMS,12.555,154303472,64.53,#N/A,0.99,#N/A,#N/A,#N/A,9.74605,YES
UAA,Apparel Manufacturing,Consumer Cyclical,0,26.06,0,8.25,-9.56,-9.56,NYQ,9.1225,3792469760,44.23,#N/A,-0.19,#N/A,#N/A,#N/A,7.4896,YES
UAL,Airlines,Industrials,8.83,6.15,0,87.28,17.83,17.83,NMS,74.07,24359845888,41.72,#N/A,0.41,S&P 500,#N/A,#N/A,47.7087,YES
UAN,Agricultural Inputs,Basic Materials,15.27,0,9.55,0,-100,-90.45,NYQ,71.45,755197888,42.19,#N/A,-1.77,#N/A,#N/A,#N/A,73.8426,NO
UBER,Software - Application,Technology,87.4,35.58,0,88.88,10.53,10.53,NYQ,80.41,1.68937E+11,31.88,XLI,0.23,S&P 500,#N/A,#N/A,71.3276,YES
UBFO,Banks - Regional,Financial Services,8.43,0,5.45,0,-100,-94.55,NMS,8.77,151920960,55,#N/A,-1.82,#N/A,#N/A,#N/A,7.683,YES
UBSI,Banks - Regional,Financial Services,13.71,12.87,3.92,41,12.82,16.74,NMS,36.34,4909802496,28.9,#N/A,0.5,#N/A,#N/A,#N/A,35.07515,YES
UCTT,Semiconductor Equipment & Materials,Technology,0,12.12,0,60,65.75,65.75,NMS,36.2,1630107776,48.86,#N/A,1,#N/A,#N/A,#N/A,42.02665,NO
UDR,REIT - Residential,Real Estate,106.85,91.32,3.8,46.15,5.29,9.09,NYQ,43.83,16467983360,28.91,XLRE,0.39,S&P 500,#N/A,#N/A,39.79855,YES
UEC,Uranium,Energy,0,41.98,0,9.96,18.64,18.64,ASE,8.395,3453753600,60.78,#N/A,0.27,#N/A,#N/A,#N/A,6.47025,YES
UEIC,Consumer Electronics,Technology,0,9.67,0,12.33,55.48,55.48,NMS,7.9301,102931904,78.32,#N/A,0.75,#N/A,#N/A,#N/A,9.98825,NO
UFCS,Insurance - Property & Casualty,Financial Services,14.15,0,3.1,19,-7.41,-4.31,NMS,20.52,519896768,39.01,#N/A,-0.11,#N/A,#N/A,#N/A,21.56575,NO
UFPI,Lumber & Wood Production,Basic Materials,17.05,15.89,0.99,142.6,8.37,9.36,NMS,131.59,8016265216,35.12,#N/A,0.27,#N/A,#N/A,#N/A,118.8401,YES
UFPT,Medical Devices,Healthcare,45.56,35.32,0,378.5,29.6,29.6,NCM,292.06,2241373440,52.12,#N/A,0.57,#N/A,#N/A,#N/A,257.34045,YES
UGI,Utilities - Regulated Gas,Utilities,7.97,8.35,5.93,30.67,22.51,28.44,NYQ,25.035,5374738944,23.39,#N/A,1.04,#N/A,#N/A,#N/A,24.13005,YES
UHAL,Rental & Leasing Services,Industrials,25.75,0,0,71.75,2.44,2.44,NYQ,70.04,12370956288,33.94,#N/A,0.07,#N/A,#N/A,#N/A,67.13525,YES
UHS,Medical Care Facilities,Healthcare,17.2,13.1,0.34,244.54,4.45,4.79,NYQ,234.115,15617560576,33.09,#N/A,0.11,S&P 500,#N/A,#N/A,189.02126,YES
UHT,REIT - Healthcare Facilities,Real Estate,31.31,0,6.93,0,-100,-93.07,NYQ,40.7,563654336,19.9,#N/A,-3.72,#N/A,#N/A,#N/A,39.93745,YES
UI,Communication Equipment,Technology,44.08,29.52,0.95,172,-32.49,-31.54,NYQ,254.78,15406444544,45.7,#N/A,-0.69,#N/A,#N/A,#N/A,151.40215,YES
UIS,Information Technology Services,Technology,0,8.56,0,5.13,-25.11,-25.11,NYQ,6.85,474948192,73.15,#N/A,-0.36,#N/A,#N/A,#N/A,5.35725,YES
ULBI,Electrical Equipment & Parts,Industrials,14.78,9.85,0,14,58.19,58.19,NGM,8.85,147438704,54.57,#N/A,0.77,#N/A,#N/A,#N/A,9.71725,NO
ULTA,Specialty Retail,Consumer Cyclical,14.86,15.88,0,395.84,7.01,7.01,NMS,369.91,17428199424,38.15,XLY,0.2,S&P 500,#N/A,#N/A,426.7129,NO
UMBF,Banks - Regional,Financial Services,13.77,11.84,1.43,119,11.4,12.83,NMS,106.82,5207047680,35.78,#N/A,0.25,#N/A,#N/A,#N/A,88.44465,YES
UMC,Semiconductors,Technology,11.74,11.41,5.9,7.57,-2.39,3.51,NYQ,7.755,19762112512,29.61,#N/A,0.1,#N/A,#N/A,#N/A,8.18845,NO
UMH,REIT - Residential,Real Estate,0,123.87,4.54,21.57,16.09,20.63,NYQ,18.58,1459033600,26.02,#N/A,0.92,#N/A,#N/A,#N/A,16.70065,YES
UNF,Specialty Business Services,Industrials,27.81,23.06,0.68,189.67,-0.44,0.24,NYQ,190.505,3545888768,28.49,#N/A,0.01,#N/A,#N/A,#N/A,173.2304,YES
UNFI,Food Distribution,Consumer Defensive,0,19.73,0,20.86,1.68,1.68,NYQ,20.515,1221407872,56.48,#N/A,0.04,#N/A,#N/A,#N/A,13.81925,YES
UNH,Healthcare Plans,Healthcare,37.14,19.05,1.47,622.64,9.18,10.65,NYQ,570.27,5.26598E+11,21.51,XLV,0.46,S&P 500,DJIA,#N/A,525.9368,YES
UNM,Insurance - Life,Financial Services,9.28,7.08,2.64,67.33,6.52,9.16,NYQ,63.21,11744568320,23.74,#N/A,0.33,#N/A,#N/A,#N/A,52.40835,YES
UNP,Railroads,Industrials,22.55,19.39,2.2,263.51,9.8,12,NYQ,240,1.46177E+11,19.58,XLI,0.54,S&P 500,#N/A,#N/A,240.9845,NO
UNTY,Banks - Regional,Financial Services,9.72,8.31,1.33,42.33,11.72,13.05,NGM,37.89,378142208,28.27,#N/A,0.46,#N/A,#N/A,#N/A,29.5809,YES
UPBD,Software - Application,Technology,29.54,6.55,4.95,42,45.03,49.98,NMS,28.96,1583122048,35.17,#N/A,1.09,#N/A,#N/A,#N/A,32.26495,NO
UPS,Integrated Freight & Logistics,Industrials,21.41,14.76,4.8,144.85,10.39,15.19,NYQ,131.22,1.12426E+11,17.54,XLI,0.48,S&P 500,#N/A,#N/A,141.22815,NO
URI,Rental & Leasing Services,Industrials,21.93,17.48,0.78,735.38,-11.41,-10.63,NYQ,830.06,54952321024,29.24,XLI,-0.25,S&P 500,#N/A,#N/A,686.7369,YES
USAP,Steel,Basic Materials,24.03,9.93,0,46,5.13,5.13,NMS,43.755,403975552,10.5,#N/A,0.22,#N/A,#N/A,#N/A,29.49565,YES
USB,Banks - Regional,Financial Services,14.73,11.11,4,52.67,9.99,13.99,NYQ,47.885,74740621312,26.08,XLF,0.57,S&P 500,#N/A,#N/A,42.5419,YES
USIO,Software - Infrastructure,Technology,0,13,0,6.25,340.14,340.14,NGM,1.42,38853044,#N/A,#N/A,4.54,#N/A,#N/A,#N/A,1.5667,NO
USLM,Building Materials,Basic Materials,34.54,0,0.19,0,-100,-99.81,NMS,103.96,2972663296,38.75,#N/A,-2.22,#N/A,#N/A,#N/A,68.79871,YES
USM,Telecom Services,Communication Services,73.93,60.75,0,59,-3.85,-3.85,NYQ,61.36,5276401664,39.42,#N/A,-0.09,#N/A,#N/A,#N/A,46.86885,YES
USNA,Packaged Foods,Consumer Defensive,12.24,12.92,0,48,37.14,37.14,NYQ,35,666830528,40.33,#N/A,0.92,#N/A,#N/A,#N/A,44.56515,NO
USPH,Medical Care Facilities,Healthcare,84.43,28.53,2.08,101.75,21.73,23.81,NYQ,83.59,1260252928,76.32,#N/A,0.75,#N/A,#N/A,#N/A,95.4582,NO
UTHR,Biotechnology,Healthcare,17.02,13.65,0,374.68,1.14,1.14,NMS,370.46,16482209792,29.56,#N/A,0.03,#N/A,#N/A,#N/A,283.10886,YES
UTI,Education & Training Services,Consumer Defensive,32.57,17.16,0,21.17,32.64,32.64,NYQ,15.96,858836352,45.09,#N/A,0.73,#N/A,#N/A,#N/A,15.61065,YES
UTL,Utilities - Diversified,Utilities,19.59,19.08,2.83,58,-1.94,0.89,NYQ,59.15,956692096,65.17,#N/A,0.01,#N/A,#N/A,#N/A,53.81715,YES
UVE,Insurance - Property & Casualty,Financial Services,6.75,8.47,3.22,0,-100,-96.78,NYQ,19.23,547739584,35.67,#N/A,-1.74,#N/A,#N/A,#N/A,19.2761,NO
UVSP,Banks - Regional,Financial Services,11.12,12.25,2.99,27.17,0.78,3.77,NMS,26.96,786450112,31.09,#N/A,0.12,#N/A,#N/A,#N/A,23.0959,YES
UVV,Tobacco,Consumer Defensive,10.22,0,6.43,0,-100,-93.57,NYQ,49.74,1228708736,59.17,#N/A,-2.74,#N/A,#N/A,#N/A,51.7802,NO
V,Credit Services,Financial Services,30.77,25.91,0.72,310.54,8.19,8.91,NYQ,287.04,5.58545E+11,16.48,XLF,0.4,S&P 500,DJIA,#N/A,274.07,YES
VAC,Resorts & Casinos,Consumer Cyclical,18.2,10.94,3.83,90.72,17.3,21.13,NYQ,77.34,2711292672,35,#N/A,0.51,#N/A,#N/A,#N/A,86.5364,NO
VC,Auto Parts,Consumer Cyclical,4.57,9.53,0,121,37.74,37.74,NMS,87.845,2424161792,41.18,#N/A,0.84,#N/A,#N/A,#N/A,108.12675,NO
VCEL,Biotechnology,Healthcare,4114.5,79.13,0,57.14,38.94,38.94,NGM,41.125,2016366976,46.85,#N/A,0.75,#N/A,#N/A,#N/A,45.99745,NO
VECO,Semiconductor Equipment & Materials,Technology,19.75,14.67,0,41.86,38.45,38.45,NMS,30.235,1716036608,47.94,#N/A,0.7,#N/A,#N/A,#N/A,36.55665,NO
VERU,Biotechnology,Healthcare,0,-3,0,3.4,290.76,290.76,NCM,0.8701,127368720,184.07,#N/A,1.82,#N/A,#N/A,#N/A,0.8546,YES
VFC,Apparel Manufacturing,Consumer Cyclical,0,19.29,1.84,18.34,1.13,2.97,NYQ,18.135,7057833984,47.08,#N/A,0.05,#N/A,#N/A,#N/A,15.60875,YES
VIAV,Communication Equipment,Technology,0,16.97,0,9.21,-1.34,-1.34,NMS,9.335,2068432896,40.67,#N/A,-0.03,#N/A,#N/A,#N/A,8.52315,YES
VICI,REIT - Diversified,Real Estate,12.85,12,5.31,35.23,7.51,12.82,NYQ,32.77,34315761664,16.08,XLRE,0.59,S&P 500,#N/A,#N/A,30.28975,YES
VICR,Electronic Components,Technology,211.26,43.07,0,36.5,-17.73,-17.73,NMS,44.365,1999592704,51.23,#N/A,-0.27,#N/A,#N/A,#N/A,37.1131,YES
VIRC,"Furnishings, Fixtures & Appliances",Consumer Cyclical,8.9,8.24,0.57,20,37.84,38.41,NGM,14.5101,236360832,63.04,#N/A,0.74,#N/A,#N/A,#N/A,12.9588,YES
VLO,Oil & Gas Refining & Marketing,Energy,7.68,12.53,3.12,155.01,14.33,17.45,NYQ,135.58,43430711296,29.56,XLE,0.48,S&P 500,#N/A,#N/A,149.41705,NO
VLTO,Pollution & Treatment Controls,Industrials,34.93,29.89,0.32,113.93,1.91,2.23,NYQ,111.79,27623979008,22.68,#N/A,0.08,S&P 500,#N/A,#N/A,96.47435,YES
VLY,Banks - Regional,Financial Services,12.54,9.47,4.69,9.5,6.56,11.25,NMS,8.915,4534621696,37.12,#N/A,0.28,#N/A,#N/A,#N/A,8.14445,YES
VMC,Building Materials,Basic Materials,37.57,28.34,0.7,274.1,5.58,6.28,NYQ,259.62,34284754944,28.12,XLB,0.19,S&P 500,#N/A,#N/A,251.10216,YES
VMI,Conglomerates,Industrials,36.07,17,0.79,335,11.1,11.89,NYQ,301.52,6080421888,32.38,#N/A,0.38,#N/A,#N/A,#N/A,253.1896,YES
VNDA,Biotechnology,Healthcare,0,18.44,0,8.07,68.3,68.3,NGM,4.795,278625248,58.85,#N/A,0.97,#N/A,#N/A,#N/A,4.8429,NO
VNET,Information Technology Services,Technology,0,349.5,0,4.68,33.71,33.71,NMS,3.5,934380992,85.53,#N/A,0.45,#N/A,#N/A,#N/A,2.18155,YES
VNO,REIT - Office,Real Estate,477.83,-187.04,0,31.15,-27.59,-27.59,NYQ,43.02,8933791744,32.01,#N/A,-0.61,#N/A,#N/A,#N/A,29.0294,YES
VOXX,Consumer Electronics,Technology,0,0,0,3,-62.36,-62.36,NMS,7.97,179366432,72.83,#N/A,-0.98,#N/A,#N/A,#N/A,5.9161,YES
VPG,Scientific & Technical Instruments,Technology,15.34,15.58,0,37,55.59,55.59,NYQ,23.78,315201536,34.84,#N/A,1.6,#N/A,#N/A,#N/A,30.9198,NO
VRA,Footwear & Accessories,Consumer Cyclical,261,12.43,0,6.5,24.52,24.52,NMS,5.22,147338672,63.75,#N/A,0.38,#N/A,#N/A,#N/A,6.6104,NO
VRE,REIT - Residential,Real Estate,0,-61.36,1.33,17.38,1.11,2.44,NYQ,17.19,1749868928,28.56,#N/A,0.07,#N/A,#N/A,#N/A,15.65865,YES
VRN,Oil & Gas E&P,Energy,14.32,5.96,5.64,9.77,62.43,68.07,NYQ,6.015,3714996224,40.71,#N/A,1.51,#N/A,#N/A,#N/A,7.4531,NO
VRNT,Software - Infrastructure,Technology,34.38,7.27,0,34.67,52.8,52.8,NMS,22.6892,1406346752,57.41,#N/A,1.24,#N/A,#N/A,#N/A,30.4087,NO
VRSK,Consulting Services,Industrials,43.11,36.84,0.58,278.56,4.05,4.63,NMS,267.73,38131179520,20.09,XLI,0.15,S&P 500,#N/A,Nasdaq 100,253.4466,YES
VRSN,Software - Infrastructure,Technology,22.48,21.6,0,204.74,9.32,9.32,NMS,187.28,18278526976,26.52,#N/A,0.31,S&P 500,#N/A,#N/A,184.84085,YES
VRTX,Biotechnology,Healthcare,0,26.73,0,512.79,7.22,7.22,NMS,478.27,1.23442E+11,33.82,XLV,0.2,S&P 500,#N/A,Nasdaq 100,448.3304,YES
VSAT,Communication Equipment,Technology,0,-9.07,0,28.6,164.57,164.57,NMS,10.81,1379374336,83.64,#N/A,1.72,#N/A,#N/A,#N/A,17.08925,NO
VSEC,Aerospace & Defense,Industrials,46.4,22.13,0.38,109,7.76,8.14,NMS,101.15,1864093440,46.26,#N/A,0.18,#N/A,#N/A,#N/A,79.67965,YES
VSH,Semiconductors,Technology,14.48,13.1,2.19,22,23.56,25.75,NYQ,17.805,2435100672,37.04,#N/A,0.67,#N/A,#N/A,#N/A,21.6078,NO
VST,Utilities - Independent Power Producers,Utilities,91.94,18.07,0.67,139.4,11.48,12.15,NYQ,125.04,42958868480,54.7,XLU,0.19,S&P 500,#N/A,#N/A,77.7171,YES
VSTM,Biotechnology,Healthcare,0,-1.51,0,11.88,234.18,234.18,NCM,3.555,143066352,107.96,#N/A,3.05,#N/A,#N/A,#N/A,7.112,NO
VTLE,Oil & Gas E&P,Energy,3.06,3.29,0,43.67,58.4,58.4,NYQ,27.57,1052354560,62.04,#N/A,0.77,#N/A,#N/A,#N/A,43.23935,NO
VTR,REIT - Healthcare Facilities,Real Estate,0,716.89,2.75,66.82,3.56,6.31,NYQ,64.52,26744639488,23.66,XLRE,0.24,S&P 500,#N/A,#N/A,51.2241,YES
VTRS,Drug Manufacturers - Specialty & Generic,Healthcare,0,4.31,4.08,15.52,34.01,38.09,NMS,11.581,13826929664,24.7,#N/A,1.26,S&P 500,#N/A,#N/A,11.53855,YES
VUZI,Consumer Electronics,Technology,0,-2.68,0,2,55.64,55.64,NCM,1.285,94595920,123.75,#N/A,0.46,#N/A,#N/A,#N/A,1.34905,NO
VVI,Specialty Business Services,Industrials,43.58,27.86,0,44.33,5.95,5.95,NYQ,41.84,885522688,119.82,#N/A,0.05,#N/A,#N/A,#N/A,34.698,YES
VXRT,Biotechnology,Healthcare,0,-1.91,0,4.83,516.7,516.7,NCM,0.7832,178175712,220,#N/A,3.63,#N/A,#N/A,#N/A,0.87645,NO
VYX,Information Technology Services,Technology,0,20.72,0,16.75,28.3,28.3,NYQ,13.055,1899285120,38.35,#N/A,0.71,#N/A,#N/A,#N/A,13.40585,NO
VZ,Telecom Services,Communication Services,16.4,9.3,6.16,46.62,6.87,13.03,NYQ,43.625,1.8364E+11,18.61,XLC,0.54,S&P 500,DJIA,#N/A,41.04065,YES
WAB,Railroads,Industrials,33.35,22.55,0.42,182.12,-4.23,-3.81,NYQ,190.16,33314551808,25.85,XLI,-0.15,S&P 500,#N/A,#N/A,155.84995,YES
WABC,Banks - Regional,Financial Services,9.32,11.66,3.4,52.5,2.6,6,NMS,51.17,1365512320,33.44,#N/A,0.18,#N/A,#N/A,#N/A,48.9973,YES
WAFD,Banks - Regional,Financial Services,13.58,8.91,2.88,38.25,12.7,15.58,NMS,33.94,2756582912,42.94,#N/A,0.36,#N/A,#N/A,#N/A,30.5308,YES
WAL,Banks - Regional,Financial Services,12.42,8.64,1.73,96.26,19.77,21.5,NYQ,80.37,8848737280,36.47,#N/A,0.53,#N/A,#N/A,#N/A,67.8215,YES
WASH,Banks - Regional,Financial Services,11.91,12.92,6.77,29.5,-7.55,-0.78,NMS,31.91,544333568,78.15,#N/A,-0.03,#N/A,#N/A,#N/A,28.247,YES
WAT,Diagnostics & Research,Healthcare,34.5,27.23,0,350.86,1.69,1.69,NYQ,345.0264,20481423360,24.92,XLV,0.04,S&P 500,#N/A,#N/A,326.60754,YES
WBA,Pharmaceutical Retailers,Healthcare,0,6.5,9.27,10.83,3.54,12.81,NMS,10.46,9048217600,52.87,XLP,0.26,S&P 500,#N/A,#N/A,15.80985,NO
WBD,Entertainment,Communication Services,0,-68.73,0,10.43,37.78,37.78,NMS,7.57,18560958464,45.15,XLC,0.56,S&P 500,#N/A,Nasdaq 100,8.39205,NO
WBS,Banks - Regional,Financial Services,11.65,8.98,3.02,59.8,16.05,19.07,NYQ,51.53,8828541952,30.65,#N/A,0.64,#N/A,#N/A,#N/A,46.4308,YES
WCC,Industrial Distribution,Industrials,13.8,12.25,0.92,199.56,12.5,13.42,NYQ,177.38,8719734784,34.97,#N/A,0.3,#N/A,#N/A,#N/A,166.20564,YES
WCN,Waste Management,Industrials,54.7,33.26,0.62,198.03,9.04,9.66,NYQ,181.61,46844010496,16.52,#N/A,0.38,#N/A,#N/A,#N/A,170.68605,YES
WD,Mortgage Finance,Financial Services,43.23,22.62,2.26,120.67,7.78,10.04,NYQ,111.955,3778335744,40.18,#N/A,0.23,#N/A,#N/A,#N/A,99.54105,YES
WDAY,Software - Application,Technology,42.1,29.39,0,289.58,18.79,18.79,NMS,243.775,64600375296,45.18,#N/A,0.57,#N/A,#N/A,Nasdaq 100,252.44846,NO
WDC,Computer Hardware,Technology,0,7.77,0,87.05,29.74,29.74,NMS,67.095,23194724352,36.04,XLK,0.59,S&P 500,#N/A,#N/A,66.31095,YES
WDFC,Specialty Chemicals,Basic Materials,50.58,42.71,1.4,301,16.68,18.08,NMS,257.97,3495132416,24.65,#N/A,0.69,#N/A,#N/A,#N/A,247.6793,YES
WEC,Utilities - Regulated Electric,Utilities,22.99,19.08,3.35,96.26,-3.29,0.06,NYQ,99.535,31462504448,16.43,XLU,0,S&P 500,#N/A,#N/A,84.35165,YES
WELL,REIT - Healthcare Facilities,Real Estate,120.39,72.24,2.03,131.06,0.72,2.75,NYQ,130.12,80416849920,21.01,XLRE,0.1,S&P 500,#N/A,#N/A,103.8218,YES
WEN,Restaurants,Consumer Cyclical,19.59,18.12,5.08,19.49,1.54,6.62,NMS,19.195,3900233472,25.73,#N/A,0.23,#N/A,#N/A,#N/A,18.0022,YES
WERN,Trucking,Industrials,37.71,23.16,1.48,36.93,-1.08,0.4,NMS,37.335,2307594240,28.16,#N/A,0.01,#N/A,#N/A,#N/A,37.6774,NO
WES,Oil & Gas Midstream,Energy,9.92,10.39,9.04,40.14,4.52,13.56,NYQ,38.405,14613331968,19.7,#N/A,0.73,#N/A,#N/A,#N/A,36.1208,YES
WEX,Software - Infrastructure,Technology,36.85,11.56,0,231.36,8.62,8.62,NYQ,212.995,8750686208,32.26,#N/A,0.24,#N/A,#N/A,#N/A,202.3608,YES
WFC,Banks - Diversified,Financial Services,13.29,11.69,2.49,65.75,2.85,5.34,NYQ,63.93,2.17671E+11,27.59,XLF,0.2,S&P 500,#N/A,#N/A,56.31715,YES
WGO,Recreational Vehicles,Consumer Cyclical,21.73,11.03,2.25,66.56,14.29,16.54,NYQ,58.24,1686628736,38.99,#N/A,0.33,#N/A,#N/A,#N/A,61.82485,NO
WHF,Asset Management,Financial Services,12.06,7.78,12.93,12.67,7.19,20.12,NMS,11.82,274733440,28.13,#N/A,0.72,#N/A,#N/A,#N/A,12.35455,NO
WHG,Asset Management,Financial Services,22.72,0,3.81,0,-100,-96.19,NYQ,16.13,149791728,43.75,#N/A,-2.2,#N/A,#N/A,#N/A,12.6346,YES
WHR,"Furnishings, Fixtures & Appliances",Consumer Cyclical,10.87,8.31,6.53,122.32,16.2,22.73,NYQ,105.27,5778733056,22.3,#N/A,0.55,#N/A,#N/A,#N/A,102.98335,YES
WIT,Information Technology Services,Technology,26.44,22.03,0.18,5.85,-11.5,-11.32,NYQ,6.61,34540556288,37.57,#N/A,-0.08,#N/A,#N/A,#N/A,5.92955,YES
WKC,Oil & Gas Refining & Marketing,Energy,13.69,12.59,2.19,30.75,-1.16,1.03,NYQ,31.11,1838411264,34.33,#N/A,0.03,#N/A,#N/A,#N/A,25.98925,YES
WKHS,Auto Manufacturers,Consumer Cyclical,0,-0.44,0,7.88,897.72,897.72,NCM,0.7898,19204958,157.67,#N/A,5.72,#N/A,#N/A,#N/A,3.19922,NO
WLDN,Engineering & Construction,Industrials,36.52,19.27,0,49,8.19,8.19,NGM,45.29,633806400,42.51,#N/A,0.14,#N/A,#N/A,#N/A,30.37895,YES
WLK,Specialty Chemicals,Basic Materials,65.01,15.72,1.51,165.56,21.26,22.77,NYQ,136.53,17555847168,30.19,#N/A,0.62,#N/A,#N/A,#N/A,146.04906,NO
WLY,Publishing,Communication Services,0,13.53,2.81,53,5.85,8.66,NYQ,50.07,2718115072,55.94,#N/A,0.21,#N/A,#N/A,#N/A,40.57365,YES
WM,Waste Management,Industrials,33.57,26.35,1.41,226.74,7.2,8.61,NYQ,211.51,84882137088,16.31,XLI,0.38,S&P 500,#N/A,#N/A,205.1278,YES
WMB,Oil & Gas Midstream,Energy,22.44,24.32,3.63,47.57,-8.62,-4.99,NYQ,52.055,63451402240,21.9,XLE,-0.2,S&P 500,#N/A,#N/A,40.6651,YES
WMK,Grocery Stores,Consumer Defensive,18.64,0,2.06,0,-100,-97.94,NYQ,64.695,1740192000,25.55,#N/A,-3.83,#N/A,#N/A,#N/A,64.91245,NO
WMT,Discount Stores,Consumer Defensive,42.11,29.72,1.02,84.71,4.78,5.8,NYQ,80.845,6.49852E+11,29.76,XLP,0.27,S&P 500,DJIA,#N/A,65.894714,YES
